Province,Municipality,Barangay,2020 Population,brgy_code
Apayao,Calanasan (Bayag),Eva Puzon,1.063,PH148101015
Apayao,Calanasan (Bayag),Kabugawan,0.45,PH148101016
Apayao,Calanasan (Bayag),Macalino,0.371,PH148101017
Apayao,Calanasan (Bayag),Santa Elena,0.253,PH148101018
Apayao,Conner,Allangigan,0.569,PH148102001
Apayao,Conner,Buluan,1.69,PH148102002
Apayao,Conner,Caglayan (New Pob.),2.392,PH148102003
Apayao,Conner,Calafug,1.05,PH148102004
Apayao,Conner,Cupis,0.456,PH148102005
Apayao,Conner,Daga,1.316,PH148102006
Apayao,Conner,Guinamgaman,1.066,PH148102007
Apayao,Conner,Karikitan,1.901,PH148102008
Apayao,Conner,Katablangan,0.65,PH148102009
Apayao,Conner,Malama,3.343,PH148102010
Apayao,Conner,Manag,1.878,PH148102011
Apayao,Conner,Nabuangan,0.578,PH148102012
Apayao,Conner,Paddaoan,1.646,PH148102013
Apayao,Conner,Puguin,0.804,PH148102014
Apayao,Conner,Ripang (Old Pob.),1.084,PH148102015
Apayao,Conner,Sacpil,1.408,PH148102016
Apayao,Conner,Talifugo,1.036,PH148102017
Apayao,Conner,Banban,1.178,PH148102018
Apayao,Conner,Guinaang,1.442,PH148102019
Apayao,Conner,Ili,1.293,PH148102020
Apayao,Conner,Mawegui,0.772,PH148102021
Apayao,Flora,Allig,1.659,PH148103001
Apayao,Flora,Anninipan,1.033,PH148103002
Apayao,Flora,Atok,0.672,PH148103003
Apayao,Flora,Bagutong,1.442,PH148103004
Apayao,Flora,Balasi,0.287,PH148103005
Apayao,Flora,Balluyan,1.39,PH148103006
Apayao,Flora,Malayugan,1.255,PH148103008
Apayao,Flora,Malubibit Norte,1.069,PH148103009
Apayao,Flora,Poblacion East,2.652,PH148103010
Apayao,Flora,Tamalunog,1.015,PH148103011
Apayao,Flora,Mallig,0.707,PH148103012
Apayao,Flora,Malubibit Sur,0.554,PH148103013
Apayao,Flora,Poblacion West,2.129,PH148103014
Apayao,Flora,San Jose,0.734,PH148103015
Apayao,Flora,Santa Maria,1.037,PH148103016
Apayao,Flora,Upper Atok (Coliman),0.309,PH148103017
Apayao,Kabugao,Badduat,1.065,PH148104001
Apayao,Kabugao,Baliwanan,0.467,PH148104002
Apayao,Kabugao,Bulu,0.401,PH148104004
Apayao,Kabugao,Dagara,0.437,PH148104005
Apayao,Kabugao,Dibagat,0.616,PH148104006
Apayao,Kabugao,Cabetayan,0.597,PH148104007
Apayao,Kabugao,Karagawan,0.676,PH148104008
Apayao,Kabugao,Kumao,0.575,PH148104009
Apayao,Kabugao,Laco,0.427,PH148104010
Apayao,Kabugao,Lenneng (Liyyeng),2.572,PH148104011
Apayao,Kabugao,Lucab,0.565,PH148104012
Apayao,Kabugao,Luttuacan,1.014,PH148104013
Apayao,Kabugao,Madatag,0.818,PH148104014
Apayao,Kabugao,Madduang,0.626,PH148104015
Apayao,Kabugao,Magabta,0.191,PH148104016
Apayao,Kabugao,Maragat,0.276,PH148104017
Apayao,Kabugao,Musimut,0.842,PH148104018
Apayao,Kabugao,Nagbabalayan,0.482,PH148104019
Apayao,Kabugao,Poblacion,3.154,PH148104020
Apayao,Kabugao,Tuyangan,0.223,PH148104021
Apayao,Kabugao,Waga,0.191,PH148104022
Apayao,Luna,Bacsay,0.91,PH148105001
Apayao,Luna,Capagaypayan,0.615,PH148105002
Apayao,Luna,Dagupan,2.539,PH148105003
Apayao,Luna,Lappa,0.872,PH148105004
Apayao,Luna,Marag,0.766,PH148105006
Apayao,Luna,Poblacion,1.235,PH148105007
Apayao,Luna,Quirino,1.458,PH148105008
Apayao,Luna,Salvacion,0.389,PH148105009
Apayao,Luna,San Francisco,0.951,PH148105010
Apayao,Luna,San Isidro Norte,0.833,PH148105011
Apayao,Luna,San Sebastian,0.435,PH148105012
Apayao,Luna,Santa Lina,1.153,PH148105013
Apayao,Luna,Tumog,1.611,PH148105014
Apayao,Luna,Zumigui,0.816,PH148105015
Apayao,Luna,Cagandungan,0.785,PH148105016
Apayao,Luna,Calabigan,0.478,PH148105017
Apayao,Luna,Cangisitan,0.784,PH148105018
Apayao,Luna,Luyon,0.444,PH148105019
Apayao,Luna,San Gregorio,0.6,PH148105020
Apayao,Luna,San Isidro Sur,1.708,PH148105021
Apayao,Luna,Shalom,0.725,PH148105022
Apayao,Luna,Turod,1.19,PH148105023
Apayao,Pudtol,Aga,0.346,PH148106001
Apayao,Pudtol,Alem,0.881,PH148106002
Apayao,Pudtol,Cabatacan,1.588,PH148106006
Apayao,Pudtol,Cacalaggan,0.565,PH148106007
Apayao,Pudtol,Capannikian,1.388,PH148106009
Apayao,Pudtol,Lower Maton,0.423,PH148106010
Apayao,Pudtol,Malibang,0.654,PH148106012
Apayao,Pudtol,Mataguisi,1.094,PH148106014
Apayao,Pudtol,Poblacion,0.883,PH148106016
Apayao,Pudtol,San Antonio (Pugo),0.241,PH148106017
Apayao,Pudtol,Swan,1.708,PH148106020
Apayao,Pudtol,Upper Maton,0.417,PH148106021
Apayao,Pudtol,Amado,0.761,PH148106022
Apayao,Pudtol,Aurora,0.45,PH148106023
Apayao,Pudtol,Doña Loreta,0.745,PH148106024
Apayao,Pudtol,Emilia,0.502,PH148106025
Apayao,Pudtol,Imelda,0.623,PH148106026
Apayao,Pudtol,Lt. Balag 1,0.206,PH148106027
Apayao,Pudtol,Lydia,0.565,PH148106028
Apayao,Pudtol,San Jose,0.333,PH148106029
Apayao,Pudtol,San Luis,0.809,PH148106030
Apayao,Pudtol,San Mariano,0.309,PH148106031
Apayao,Santa Marcela,Barocboc,1.472,PH148107001
Apayao,Santa Marcela,Consuelo,0.9,PH148107002
Apayao,Santa Marcela,Imelda (Sipa Annex),0.927,PH148107003
Apayao,Santa Marcela,Malekkeg,1.169,PH148107004
Apayao,Santa Marcela,Marcela,1.368,PH148107005
Apayao,Santa Marcela,Nueva,0.788,PH148107006
Apayao,Santa Marcela,Panay,0.903,PH148107007
Apayao,Santa Marcela,San Antonio,0.811,PH148107008
Apayao,Santa Marcela,Sipa Proper,1.06,PH148107011
Apayao,Santa Marcela,Emiliana,0.838,PH148107012
Apayao,Santa Marcela,San Carlos,1.498,PH148107013
Apayao,Santa Marcela,San Juan,0.596,PH148107014
Apayao,Santa Marcela,San Mariano,0.987,PH148107015
Benguet,Atok,Abiang,1.643,PH141101001
Benguet,Atok,Caliking,3.368,PH141101002
Benguet,Atok,Cattubo,2.674,PH141101003
Benguet,Atok,Naguey,1.678,PH141101004
Benguet,Atok,Paoay,4.285,PH141101005
Benguet,Atok,Pasdong,1.304,PH141101006
Benguet,Atok,Poblacion,1.914,PH141101007
Benguet,Atok,Topdac,2.352,PH141101008
Benguet,Bakun,Ampusongan,2.532,PH141103001
Benguet,Bakun,Bagu,0.758,PH141103002
Benguet,Bakun,Dalipey,2.568,PH141103004
Benguet,Bakun,Gambang,3.783,PH141103005
Benguet,Bakun,Kayapa,1.468,PH141103007
Benguet,Bakun,Poblacion (Central),1.946,PH141103009
Benguet,Bakun,Sinacbat,1.48,PH141103010
Benguet,Bokod,Ambuclao,3.301,PH141104001
Benguet,Bokod,Bila,1.484,PH141104002
Benguet,Bokod,Bobok-Bisal,1.246,PH141104003
Benguet,Bokod,Daclan,1.748,PH141104004
Benguet,Bokod,Ekip,0.962,PH141104005
Benguet,Bokod,Karao,1.111,PH141104006
Benguet,Bokod,Nawal,0.605,PH141104007
Benguet,Bokod,Pito,1.065,PH141104008
Benguet,Bokod,Poblacion,2.314,PH141104009
Benguet,Bokod,Tikey,0.599,PH141104010
Benguet,Buguias,Abatan,3.548,PH141105001
Benguet,Buguias,Amgaleyguey,3.139,PH141105002
Benguet,Buguias,Amlimay,2.347,PH141105003
Benguet,Buguias,Baculongan Norte,2.974,PH141105004
Benguet,Buguias,Bangao,5.319,PH141105006
Benguet,Buguias,Buyacaoan,3.884,PH141105007
Benguet,Buguias,Calamagan,0.931,PH141105008
Benguet,Buguias,Catlubong,3.369,PH141105009
Benguet,Buguias,Loo,4.881,PH141105010
Benguet,Buguias,Natubleng,2.746,PH141105012
Benguet,Buguias,Poblacion (Central),3.108,PH141105013
Benguet,Buguias,Baculongan Sur,3.698,PH141105014
Benguet,Buguias,Lengaoan,2.092,PH141105015
Benguet,Buguias,Sebang,2.841,PH141105016
Benguet,Itogon,Ampucao,10.924,PH141106001
Benguet,Itogon,Dalupirip,2.862,PH141106002
Benguet,Itogon,Gumatdang,1.709,PH141106003
Benguet,Itogon,Loacan,8.378,PH141106004
Benguet,Itogon,Poblacion (Central),4.221,PH141106005
Benguet,Itogon,Tinongdan,3.646,PH141106006
Benguet,Itogon,Tuding,10.211,PH141106007
Benguet,Itogon,Ucab,8.751,PH141106008
Benguet,Itogon,Virac,10.796,PH141106009
Benguet,Kabayan,Adaoay,0.692,PH141107001
Benguet,Kabayan,Anchukey,0.29,PH141107002
Benguet,Kabayan,Ballay,3.011,PH141107003
Benguet,Kabayan,Bashoy,2.165,PH141107004
Benguet,Kabayan,Batan,1.072,PH141107005
Benguet,Kabayan,Duacan,0.758,PH141107009
Benguet,Kabayan,Eddet,0.927,PH141107010
Benguet,Kabayan,Gusaran,1.46,PH141107012
Benguet,Kabayan,Kabayan Barrio,0.423,PH141107013
Benguet,Kabayan,Lusod,0.872,PH141107014
Benguet,Kabayan,Pacso,1.208,PH141107016
Benguet,Kabayan,Poblacion (Central),1.918,PH141107017
Benguet,Kabayan,Tawangan,1.01,PH141107018
Benguet,Kapangan,Balakbak,1.205,PH141108001
Benguet,Kapangan,Beleng-Belis,0.772,PH141108002
Benguet,Kapangan,Boklaoan,0.465,PH141108003
Benguet,Kapangan,Cayapes,0.849,PH141108004
Benguet,Kapangan,Cuba,1.018,PH141108006
Benguet,Kapangan,Datakan,1.883,PH141108008
Benguet,Kapangan,Gadang,1.378,PH141108009
Benguet,Kapangan,Gasweling,1.005,PH141108010
Benguet,Kapangan,Labueg,1.702,PH141108011
Benguet,Kapangan,Paykek,1.488,PH141108013
Benguet,Kapangan,Poblacion Central,1.618,PH141108014
Benguet,Kapangan,Pudong,1.231,PH141108015
Benguet,Kapangan,Pongayan,0.869,PH141108016
Benguet,Kapangan,Sagubo,1.982,PH141108017
Benguet,Kapangan,Taba-Ao,1.832,PH141108018
Benguet,Kibungan,Badeo,0.867,PH141109001
Benguet,Kibungan,Lubo,1.399,PH141109002
Benguet,Kibungan,Madaymen,5.549,PH141109003
Benguet,Kibungan,Palina,1.442,PH141109004
Benguet,Kibungan,Poblacion,2.427,PH141109005
Benguet,Kibungan,Sagpat,3.711,PH141109006
Benguet,Kibungan,Tacadang,1.656,PH141109007
Benguet,La Trinidad,Alapang,5.241,PH141110001
Benguet,La Trinidad,Alno,3.252,PH141110002
Benguet,La Trinidad,Ambiong,8.341,PH141110003
Benguet,La Trinidad,Bahong,5.993,PH141110004
Benguet,La Trinidad,Balili,17.756,PH141110005
Benguet,La Trinidad,Beckel,4.56,PH141110006
Benguet,La Trinidad,Bineng,1.802,PH141110007
Benguet,La Trinidad,Betag,9.297,PH141110008
Benguet,La Trinidad,Cruz,3.401,PH141110009
Benguet,La Trinidad,Lubas,7.708,PH141110010
Benguet,La Trinidad,Pico,25.79,PH141110011
Benguet,La Trinidad,Poblacion,12.685,PH141110012
Benguet,La Trinidad,Puguis,10.588,PH141110013
Benguet,La Trinidad,Shilan,5.795,PH141110014
Benguet,La Trinidad,Tawang,8.445,PH141110015
Benguet,La Trinidad,Wangal,6.75,PH141110016
Benguet,Mankayan,Balili,8.547,PH141111001
Benguet,Mankayan,Bedbed,1.113,PH141111002
Benguet,Mankayan,Bulalacao,3.362,PH141111003
Benguet,Mankayan,Cabiten,2.128,PH141111004
Benguet,Mankayan,Colalo,1.632,PH141111005
Benguet,Mankayan,Guinaoang,2.212,PH141111006
Benguet,Mankayan,Paco,4.844,PH141111008
Benguet,Mankayan,Palasaan,2.971,PH141111009
Benguet,Mankayan,Poblacion,2.196,PH141111010
Benguet,Mankayan,Sapid,2.878,PH141111011
Benguet,Mankayan,Tabio,3.566,PH141111012
Benguet,Mankayan,Taneg,1.784,PH141111013
Benguet,Sablan,Bagong,0.719,PH141112002
Benguet,Sablan,Balluay,0.667,PH141112003
Benguet,Sablan,Banangan,1.994,PH141112004
Benguet,Sablan,Banengbeng,0.889,PH141112005
Benguet,Sablan,Bayabas,2.465,PH141112006
Benguet,Sablan,Kamog,1.488,PH141112007
Benguet,Sablan,Pappa,0.624,PH141112010
Benguet,Sablan,Poblacion,2.742,PH141112011
Benguet,Tuba,Ansagan,2.307,PH141113001
Benguet,Tuba,Camp One,1.619,PH141113002
Benguet,Tuba,Camp 3,7.89,PH141113003
Benguet,Tuba,Camp 4,6.836,PH141113004
Benguet,Tuba,Nangalisan,2.803,PH141113006
Benguet,Tuba,Poblacion,8.558,PH141113007
Benguet,Tuba,San Pascual,1.201,PH141113008
Benguet,Tuba,Tabaan Norte,1.292,PH141113009
Benguet,Tuba,Tabaan Sur,1.375,PH141113010
Benguet,Tuba,Tadiangan,8.358,PH141113011
Benguet,Tuba,Taloy Norte,1.49,PH141113012
Benguet,Tuba,Taloy Sur,3.522,PH141113013
Benguet,Tuba,Twin Peaks,1.061,PH141113014
Benguet,Tublay,Ambassador,5.645,PH141114001
Benguet,Tublay,Ambongdolan,1.054,PH141114002
Benguet,Tublay,Ba-Ayan,1.684,PH141114003
Benguet,Tublay,Basil,1.302,PH141114004
Benguet,Tublay,Daclan,2.385,PH141114005
Benguet,Tublay,Caponga,5.22,PH141114006
Benguet,Tublay,Tublay Central,0.837,PH141114007
Benguet,Tublay,Tuel,1.302,PH141114008
City Of Baguio,,Apugan-Loakan,2.906,PH141102001
City Of Baguio,,Asin Road,13.823,PH141102002
City Of Baguio,,Atok Trail,1.933,PH141102003
City Of Baguio,,Bakakeng Central,13.092,PH141102004
City Of Baguio,,Bakakeng North,10.867,PH141102005
City Of Baguio,,Happy Hollow,2.674,PH141102006
City Of Baguio,,Balsigan,2.492,PH141102007
City Of Baguio,,Bayan Park West (Bayan Park),1.478,PH141102008
City Of Baguio,,Bayan Park East,1.099,PH141102010
City Of Baguio,,Brookspoint,2.112,PH141102011
City Of Baguio,,Brookside,1.804,PH141102012
City Of Baguio,,Cabinet Hill-Teacher'S Camp,3.478,PH141102013
City Of Baguio,,Camp Allen,2.33,PH141102016
City Of Baguio,,Camp 7,13.875,PH141102017
City Of Baguio,,Camp 8,2.638,PH141102018
City Of Baguio,,Campo Filipino,1.298,PH141102019
City Of Baguio,,City Camp Central,1.722,PH141102022
City Of Baguio,,City Camp Proper,1.678,PH141102023
City Of Baguio,,Country Club Village,1.762,PH141102025
City Of Baguio,,Cresencia Village,1.671,PH141102026
City Of Baguio,,"Dagsian, Upper",0.643,PH141102028
City Of Baguio,,Dps Area,0.953,PH141102029
City Of Baguio,,Dizon Subdivision,1.882,PH141102030
City Of Baguio,,"Quirino Hill, East",3.497,PH141102034
City Of Baguio,,Engineers' Hill,1.762,PH141102035
City Of Baguio,,Fairview Village,7.984,PH141102036
City Of Baguio,,Fort Del Pilar,3.753,PH141102037
City Of Baguio,,"General Luna, Upper",1.177,PH141102038
City Of Baguio,,"General Luna, Lower",0.134,PH141102039
City Of Baguio,,Gibraltar,8.043,PH141102040
City Of Baguio,,Greenwater Village,1.571,PH141102041
City Of Baguio,,Guisad Central,2.499,PH141102042
City Of Baguio,,Guisad Sorong,1.677,PH141102043
City Of Baguio,,Hillside,1.549,PH141102045
City Of Baguio,,Holy Ghost Extension,2.928,PH141102046
City Of Baguio,,Holy Ghost Proper,2.296,PH141102047
City Of Baguio,,Imelda Village,1.885,PH141102049
City Of Baguio,,Irisan,36.562,PH141102050
City Of Baguio,,Kayang Extension,1.066,PH141102051
City Of Baguio,,Kias,6.374,PH141102052
City Of Baguio,,Kagitingan,0.189,PH141102053
City Of Baguio,,Loakan Proper,12.006,PH141102054
City Of Baguio,,Lopez Jaena,1.14,PH141102055
City Of Baguio,,Lourdes Subdivision Extension,1.451,PH141102056
City Of Baguio,,"Dagsian, Lower",1.521,PH141102058
City Of Baguio,,"Lourdes Subdivision, Lower",0.422,PH141102059
City Of Baguio,,"Quirino Hill, Lower",1.998,PH141102061
City Of Baguio,,General Emilio F. Aguinaldo,1.96,PH141102062
City Of Baguio,,Lualhati,1.202,PH141102063
City Of Baguio,,Lucnab,2.206,PH141102064
City Of Baguio,,"Magsaysay, Lower",1.135,PH141102065
City Of Baguio,,Magsaysay Private Road,0.927,PH141102066
City Of Baguio,,Aurora Hill Proper (Malvar-Sgt. Floresca),0.728,PH141102067
City Of Baguio,,Bal-Marcoville (Marcoville),0.768,PH141102068
City Of Baguio,,"Quirino Hill, Middle",2.777,PH141102069
City Of Baguio,,Military Cut-Off,1.332,PH141102071
City Of Baguio,,Mines View Park,1.517,PH141102072
City Of Baguio,,"Modern Site, East",2.458,PH141102074
City Of Baguio,,"Modern Site, West",1.3,PH141102075
City Of Baguio,,New Lucban,2.07,PH141102076
City Of Baguio,,"Aurora Hill, North Central",0.377,PH141102078
City Of Baguio,,"Sanitary Camp, North",2.636,PH141102079
City Of Baguio,,Outlook Drive,2.237,PH141102081
City Of Baguio,,Pacdal,7.012,PH141102082
City Of Baguio,,Pinget,7.774,PH141102086
City Of Baguio,,Pinsao Pilot Project,4.763,PH141102087
City Of Baguio,,Pinsao Proper,8.361,PH141102088
City Of Baguio,,Poliwes,2.855,PH141102089
City Of Baguio,,Pucsusan,0.685,PH141102090
City Of Baguio,,Mrr-Queen Of Peace,1.614,PH141102091
City Of Baguio,,"Rock Quarry, Lower",1.646,PH141102092
City Of Baguio,,Salud Mitra,1.344,PH141102094
City Of Baguio,,San Antonio Village,1.396,PH141102096
City Of Baguio,,San Luis Village,8.981,PH141102097
City Of Baguio,,San Roque Village,0.991,PH141102098
City Of Baguio,,San Vicente,5.316,PH141102099
City Of Baguio,,Santa Escolastica,1.794,PH141102100
City Of Baguio,,Santo Rosario,1.909,PH141102101
City Of Baguio,,Santo Tomas School Area,1.359,PH141102102
City Of Baguio,,Santo Tomas Proper,7.071,PH141102103
City Of Baguio,,Scout Barrio,1.329,PH141102105
City Of Baguio,,Session Road Area,0.125,PH141102106
City Of Baguio,,Slaughter House Area (Santo Niño Slaughter),1.952,PH141102107
City Of Baguio,,"Sanitary Camp, South",2.053,PH141102109
City Of Baguio,,Saint Joseph Village,3.951,PH141102110
City Of Baguio,,Teodora Alonzo,1.125,PH141102111
City Of Baguio,,Trancoville,2.705,PH141102112
City Of Baguio,,"Rock Quarry, Upper",1.539,PH141102114
City Of Baguio,,Victoria Village,2.878,PH141102115
City Of Baguio,,"Quirino Hill, West",1.792,PH141102116
City Of Baguio,,Andres Bonifacio (Lower Bokawkan),1.086,PH141102117
City Of Baguio,,Legarda-Burnham-Kisad,0.711,PH141102119
City Of Baguio,,Imelda R. Marcos (La Salle),1.091,PH141102120
City Of Baguio,,"Lourdes Subdivision, Proper",0.657,PH141102122
City Of Baguio,,"Quirino-Magsaysay, Upper (Upper Qm)",2.243,PH141102124
City Of Baguio,,A. Bonifacio-Caguioa-Rimando (Abcr),0.685,PH141102125
City Of Baguio,,Ambiong,3.321,PH141102126
City Of Baguio,,"Aurora Hill, South Central",1.053,PH141102128
City Of Baguio,,Abanao-Zandueta-Kayong-Chugum-Otek (Azkco),0.666,PH141102129
City Of Baguio,,Bagong Lipunan (Market Area),0.028,PH141102130
City Of Baguio,,Bgh Compound,1.86,PH141102131
City Of Baguio,,Bayan Park Village,0.644,PH141102132
City Of Baguio,,Camdas Subdivision,1.547,PH141102133
City Of Baguio,,Palma-Urbano (Cariño-Palma),1.089,PH141102134
City Of Baguio,,Dominican Hill-Mirador,4.818,PH141102135
City Of Baguio,,Alfonso Tabora,1.524,PH141102136
City Of Baguio,,Dontogan,6.366,PH141102137
City Of Baguio,,Ferdinand (Happy Homes-Campo Sioco),1.775,PH141102138
City Of Baguio,,Happy Homes (Happy Homes-Lucban),1.712,PH141102139
City Of Baguio,,Harrison-Claudio Carantes,0.03,PH141102140
City Of Baguio,,Honeymoon (Honeymoon-Holy Ghost),3.308,PH141102141
City Of Baguio,,Kabayanihan,0.104,PH141102142
City Of Baguio,,Kayang-Hilltop,0.443,PH141102143
City Of Baguio,,Gabriela Silang,2.88,PH141102144
City Of Baguio,,Liwanag-Loakan,4.841,PH141102145
City Of Baguio,,Malcolm Square-Perfecto (Jose Abad Santos),0.063,PH141102147
City Of Baguio,,Manuel A. Roxas,0.761,PH141102148
City Of Baguio,,Padre Burgos,2.851,PH141102149
City Of Baguio,,"Quezon Hill, Upper",2.646,PH141102150
City Of Baguio,,"Rock Quarry, Middle",1.68,PH141102151
City Of Baguio,,Phil-Am,0.517,PH141102152
City Of Baguio,,Quezon Hill Proper,1.375,PH141102153
City Of Baguio,,Middle Quezon Hill Subdivision (Quezon Hill Middle),3.565,PH141102154
City Of Baguio,,Rizal Monument Area,0.195,PH141102155
City Of Baguio,,Slu-Svp Housing Village,2.393,PH141102156
City Of Baguio,,South Drive,0.564,PH141102157
City Of Baguio,,"Magsaysay, Upper",0.068,PH141102159
City Of Baguio,,"Market Subdivision, Upper",1.164,PH141102160
City Of Baguio,,Padre Zamora,2.39,PH141102161
Ifugao,Banaue,Amganad,1.722,PH142701001
Ifugao,Banaue,Anaba,0.692,PH142701002
Ifugao,Banaue,Bangaan,0.735,PH142701003
Ifugao,Banaue,Batad,0.825,PH142701004
Ifugao,Banaue,Bocos,2.606,PH142701005
Ifugao,Banaue,Banao,0.514,PH142701007
Ifugao,Banaue,Cambulo,1.15,PH142701009
Ifugao,Banaue,Ducligan,0.875,PH142701010
Ifugao,Banaue,Gohang,0.853,PH142701011
Ifugao,Banaue,Kinakin,0.933,PH142701013
Ifugao,Banaue,Poblacion,2.671,PH142701016
Ifugao,Banaue,Poitan,1.575,PH142701017
Ifugao,Banaue,San Fernando,0.42,PH142701018
Ifugao,Banaue,Balawis,0.767,PH142701021
Ifugao,Banaue,Ohaj,0.837,PH142701022
Ifugao,Banaue,Tam-An,1.473,PH142701023
Ifugao,Banaue,View Point,1.528,PH142701024
Ifugao,Banaue,Pula,0.476,PH142701025
Ifugao,Hungduan,Abatan,0.857,PH142702001
Ifugao,Hungduan,Bangbang,0.6,PH142702004
Ifugao,Hungduan,Maggok,0.52,PH142702010
Ifugao,Hungduan,Poblacion,1.645,PH142702011
Ifugao,Hungduan,Bokiawan,1.073,PH142702018
Ifugao,Hungduan,Hapao,2.011,PH142702019
Ifugao,Hungduan,Lubo-Ong,0.913,PH142702020
Ifugao,Hungduan,Nungulunan,0.496,PH142702021
Ifugao,Hungduan,Ba-Ang,0.751,PH142702022
Ifugao,Kiangan,Ambabag,0.944,PH142703001
Ifugao,Kiangan,Baguinge,2.75,PH142703004
Ifugao,Kiangan,Bokiawan,0.434,PH142703005
Ifugao,Kiangan,Dalligan,0.291,PH142703008
Ifugao,Kiangan,Duit,2.178,PH142703009
Ifugao,Kiangan,Hucab,1.758,PH142703011
Ifugao,Kiangan,Julongan,0.593,PH142703012
Ifugao,Kiangan,Lingay,0.259,PH142703013
Ifugao,Kiangan,Mungayang,1.406,PH142703014
Ifugao,Kiangan,Nagacadan,0.885,PH142703015
Ifugao,Kiangan,Pindongan,1.206,PH142703017
Ifugao,Kiangan,Poblacion,1.567,PH142703018
Ifugao,Kiangan,Tuplac,1.779,PH142703020
Ifugao,Kiangan,Bolog,1.641,PH142703021
Ifugao,Lagawe,Abinuan,0.581,PH142704001
Ifugao,Lagawe,Banga,0.114,PH142704003
Ifugao,Lagawe,Boliwong,1.957,PH142704005
Ifugao,Lagawe,Burnay,1.073,PH142704006
Ifugao,Lagawe,Buyabuyan,0.501,PH142704008
Ifugao,Lagawe,Caba,0.965,PH142704009
Ifugao,Lagawe,Cudog,1.659,PH142704010
Ifugao,Lagawe,Dulao,0.463,PH142704011
Ifugao,Lagawe,Jucbong,0.38,PH142704013
Ifugao,Lagawe,Luta,0.237,PH142704014
